backcross_non_II,current_rob_non_II,anc_rob_non_II,non_II_t0,non_II_t1,backcross_II,other_back_II,self_back_II,current_freq,current_rob_II,anc_rob_II,II_t0,II_t1,N,r,stp,Ne,Sim
1.0,0.837,0.866,77,118,0.81,0.48,0.98,0.57,0.842,0.875,59,129,100,0.5,0,49.305,239
0.79,0.842,0.847,64,81,0.79,0.47,1.0,0.68,0.764,0.847,64,182,100,0.5,0,91.454,240
1.0,0.751,0.866,12,36,1.0,0.41,1.0,0.6,0.911,0.886,214,325,100,0.5,0,124.442,241
1.0,0.821,0.893,3,24,1.0,0.44,1.0,0.98,0.92,0.753,116,538,100,0.5,0,41.976,242
1.0,0.912,0.87,51,79,0.88,0.5,0.87,0.5,0.797,0.898,90,119,100,0.5,0,56.09,243
1.0,0.644,0.766,12,50,0.93,0.35,1.0,0.5,0.668,0.721,120,166,100,0.5,0,58.932,244
0.99,0.789,0.784,2,31,0.66,0.45,0.9,0.52,0.816,0.796,86,135,100,0.5,0,59.137,245
1.0,0.949,0.941,15,40,0.92,0.48,1.0,1.0,0.87,0.96,51,184,100,0.5,0,87.318,246
1.0,0.775,0.801,1,34,0.82,0.47,1.0,1.0,0.797,0.824,39,217,100,0.5,0,45.366,247
0.97,0.849,0.84,2,33,0.97,0.42,1.0,1.0,0.759,0.713,119,322,100,0.5,0,60.13,248
0.99,0.814,0.812,31,72,0.98,0.37,1.0,0.58,0.786,0.81,133,171,100,0.5,0,64.574,249
1.0,0.731,0.734,42,102,0.83,0.5,1.0,0.69,0.76,0.615,446,575,100,0.5,0,44.378,250
1.0,0.865,0.839,2,35,0.92,0.45,0.99,0.55,0.895,0.946,188,224,100,0.5,0,68.184,251
1.0,0.875,0.866,19,51,1.0,0.5,1.0,1.0,0.784,0.89,84,483,100,0.5,0,222.582,252
0.99,0.88,0.911,22,38,0.9,0.49,1.0,0.67,0.899,0.876,249,390,100,0.5,0,59.613,253
0.89,0.809,0.789,17,45,0.97,0.0,1.0,0.5,0.758,0.806,168,307,100,0.5,0,28.111,254
1.0,0.779,0.728,43,55,0.91,0.0,0.77,0.54,0.733,0.793,142,173,100,0.5,0,46.582,255
1.0,0.88,0.856,11,54,0.92,0.5,0.92,0.51,0.938,0.93,584,717,100,0.5,0,53.407,256
0.99,0.801,0.843,19,48,0.89,0.43,0.92,0.5,0.776,0.826,125,164,100,0.5,0,79.38,257
0.96,0.756,0.75,24,35,1.0,0.46,1.0,0.74,0.844,0.749,61,199,100,0.5,0,19.266,258
1.0,0.856,0.767,23,61,0.85,0.49,0.79,0.68,0.703,0.872,134,177,100,0.5,0,28.333,259
0.99,0.822,0.728,25,63,0.98,0.43,1.0,1.0,0.83,0.852,185,496,100,0.5,0,114.908,260
0.99,0.754,0.792,25,56,0.89,0.5,1.0,0.96,0.847,0.724,414,996,100,0.5,0,50.082,261
1.0,0.912,0.903,11,35,0.98,0.49,1.0,1.0,0.887,0.868,50,441,100,0.5,0,32.27,262
1.0,0.859,0.842,39,58,0.99,0.5,1.0,0.91,0.82,0.82,864,973,100,0.5,0,37.733,263
1.0,0.682,0.66,12,25,1.0,0.48,1.0,1.0,0.856,0.833,368,493,100,0.5,0,49.156,264
1.0,0.659,0.638,19,46,0.79,0.46,0.9,0.53,0.692,0.622,94,134,100,0.5,0,42.583,265
1.0,0.754,0.807,1,23,0.83,0.18,1.0,0.51,0.814,0.796,946,1007,100,0.5,0,60.703,266
1.0,0.812,0.827,19,37,1.0,0.49,1.0,0.53,0.849,0.856,58,132,100,0.5,0,36.688,267
0.62,0.713,0.788,17,80,0.62,0.46,0.99,0.54,0.703,0.788,17,75,100,0.5,0,27.259,268
0.98,0.832,0.902,1,26,0.97,0.49,1.0,1.0,0.763,0.89,2,247,100,0.5,0,107.859,269
1.0,0.7,0.721,28,57,0.06,0.03,0.71,0.52,0.7,0.73,30,57,100,0.5,0,50.192,270
1.0,0.914,0.845,23,37,0.98,0.48,1.0,0.71,0.823,0.869,94,149,100,0.5,0,121.718,271
0.53,0.792,0.832,6,23,0.53,0.46,0.81,0.63,0.784,0.832,6,27,100,0.5,0,49.442,272
1.0,0.83,0.797,13,41,0.97,0.47,1.0,0.54,0.879,0.837,41,95,100,0.5,0,123.659,273
0.88,0.764,0.781,33,52,0.82,0.5,1.0,1.0,0.804,0.751,48,356,100,0.5,0,59.391,274
1.0,0.789,0.767,30,73,0.97,0.45,1.0,1.0,0.794,0.722,21,151,100,0.5,0,47.775,275
1.0,0.925,0.887,2,81,0.97,0.47,0.98,0.68,0.849,0.893,104,185,100,0.5,0,62.551,276
0.98,0.776,0.752,9,30,1.0,0.49,1.0,0.77,0.686,0.744,111,279,100,0.5,0,26.973,277
0.93,0.863,0.791,29,63,0.95,0.47,0.97,0.56,0.784,0.887,294,394,100,0.5,0,263.214,278
0.99,0.655,0.678,6,63,0.99,0.44,1.0,1.0,0.75,0.749,217,353,100,0.5,0,33.322,279
1.0,0.849,0.7,25,52,0.91,0.16,0.94,0.52,0.855,0.855,67,100,100,0.5,0,33.614,280
0.89,0.783,0.841,41,60,0.71,0.07,0.96,0.52,0.85,0.839,150,174,100,0.5,0,27.376,281
1.0,0.83,0.858,31,53,0.81,0.24,1.0,0.52,0.721,0.77,209,379,100,0.5,0,40.351,282
0.98,0.605,0.609,21,59,0.36,0.09,0.69,0.53,0.723,0.721,90,126,100,0.5,0,61.237,283
1.0,0.928,0.95,10,97,1.0,0.49,1.0,0.97,0.825,0.94,107,397,100,0.5,0,76.12,284
0.91,0.653,0.717,31,72,0.97,0.5,1.0,1.0,0.801,0.832,316,537,100,0.5,0,84.943,285
1.0,0.784,0.806,2,31,1.0,0.48,1.0,1.0,0.841,0.874,439,728,100,0.5,0,41.111,286
0.91,0.767,0.877,19,55,0.91,0.42,0.91,0.5,0.803,0.877,19,46,100,0.5,0,35.18,287
0.92,0.862,0.843,12,34,0.89,0.06,1.0,0.52,0.872,0.855,921,1098,100,0.5,0,52.241,288
0.91,0.796,0.861,50,87,0.95,0.36,1.0,0.51,0.93,0.879,30,378,100,0.5,0,42.079,289
0.99,0.854,0.868,28,51,0.93,0.5,1.0,0.5,0.887,0.865,413,452,100,0.5,0,47.332,290
1.0,0.715,0.773,9,38,0.78,0.44,1.0,0.99,0.704,0.661,175,419,100,0.5,0,91.399,291
0.84,0.807,0.808,4,31,1.0,0.5,1.0,0.93,0.883,0.723,210,350,100,0.5,0,26.913,292
0.94,0.841,0.766,1,26,1.0,0.47,1.0,0.66,0.8,0.863,381,475,100,0.5,0,48.597,293
0.96,0.897,0.885,19,45,0.94,0.11,0.85,0.5,0.755,0.845,165,206,100,0.5,0,113.207,294
0.79,0.753,0.78,5,28,0.76,0.16,0.86,0.54,0.742,0.845,177,203,100,0.5,0,34.921,295
1.0,0.891,0.823,95,126,1.0,0.4,1.0,1.0,0.828,0.85,472,777,100,0.5,0,27.109,296
1.0,0.88,0.866,14,35,0.84,0.5,0.93,0.58,0.837,0.88,34,124,100,0.5,0,239.546,297
1.0,0.838,0.817,55,82,1.0,0.2,1.0,0.5,0.911,0.876,552,667,100,0.5,0,28.782,298
0.98,0.889,0.876,5,42,0.97,0.45,1.0,0.95,0.868,0.852,50,308,100,0.5,0,35.788,299
1.0,0.773,0.807,4,50,1.0,0.38,1.0,0.52,0.78,0.838,73,125,100,0.5,0,32.098,300
1.0,0.831,0.769,5,31,0.97,0.5,0.95,0.59,0.815,0.853,129,166,100,0.5,0,105.145,301
1.0,0.82,0.801,13,27,0.8,0.22,0.95,0.5,0.818,0.821,98,131,100,0.5,0,152.709,302
1.0,0.758,0.606,12,56,1.0,0.41,1.0,1.0,0.842,0.606,12,338,100,0.5,0,90.93,303
1.0,0.729,0.732,7,20,0.86,0.48,1.0,1.0,0.733,0.836,288,407,100,0.5,0,139.129,304
0.79,0.673,0.752,11,29,0.79,0.45,1.0,1.0,0.747,0.752,11,142,100,0.5,0,64.923,305
1.0,0.829,0.932,45,73,0.49,0.48,1.0,0.55,0.662,0.796,342,494,100,0.5,0,59.393,306
1.0,0.854,0.838,2,27,0.89,0.42,1.0,0.78,0.78,0.774,38,219,100,0.5,0,38.826,307
0.92,0.741,0.831,17,45,0.92,0.49,0.98,0.64,0.816,0.831,17,90,100,0.5,0,87.565,308
0.98,0.823,0.813,20,67,0.82,0.4,0.9,0.54,0.779,0.893,290,344,100,0.5,0,82.547,309
1.0,0.813,0.891,13,42,1.0,0.45,1.0,1.0,0.897,0.921,265,570,100,0.5,0,37.932,310
0.79,0.719,0.773,4,30,0.93,0.5,0.94,0.68,0.643,0.7,113,168,100,0.5,0,67.841,311
1.0,0.793,0.87,13,60,0.9,0.43,1.0,0.64,0.75,0.786,58,85,100,0.5,0,66.237,312
1.0,0.854,0.905,17,50,0.99,0.48,1.0,0.94,0.862,0.867,79,457,100,0.5,0,235.234,313
0.45,0.661,0.647,10,28,0.45,0.41,0.68,0.58,0.669,0.647,10,26,100,0.5,0,32.435,314
0.99,0.717,0.846,9,39,1.0,0.44,0.99,0.75,0.898,0.871,140,283,100,0.5,0,72.013,315
1.0,0.737,0.752,3,36,0.88,0.46,1.0,0.59,0.755,0.776,6,70,100,0.5,0,37.486,316
1.0,0.733,0.66,1,31,0.96,0.43,0.99,0.5,0.73,0.745,121,170,100,0.5,0,60.336,317
1.0,0.868,0.843,8,38,0.88,0.08,0.95,0.52,0.866,0.851,91,127,100,0.5,0,29.315,318
0.96,0.865,0.93,42,67,0.95,0.44,1.0,0.55,0.824,0.885,319,408,100,0.5,0,88.348,319
0.85,0.772,0.677,32,56,0.96,0.47,1.0,0.54,0.8,0.796,175,237,100,0.5,0,67.744,320
0.82,0.792,0.709,76,126,0.89,0.49,0.96,0.5,0.785,0.733,172,219,100,0.5,0,30.274,321
0.84,0.77,0.771,2,38,0.76,0.41,0.92,0.58,0.656,0.8,421,504,100,0.5,0,102.523,322
0.99,0.803,0.814,8,63,0.83,0.49,0.86,0.55,0.687,0.836,139,194,100,0.5,0,73.094,323
0.98,0.732,0.792,15,65,0.97,0.14,0.83,0.52,0.653,0.635,148,205,100,0.5,0,32.259,324
1.0,0.794,0.831,11,48,0.78,0.3,0.93,0.51,0.799,0.838,15,103,100,0.5,0,46.184,325
0.95,0.861,0.841,15,42,1.0,0.49,1.0,1.0,0.876,0.882,107,972,100,0.5,0,49.648,326
0.98,0.87,0.881,22,53,0.81,0.12,0.74,0.52,0.874,0.889,423,485,100,0.5,0,60.334,327
0.8,0.789,0.77,46,87,1.0,0.5,1.0,0.8,0.836,0.863,165,726,100,0.5,0,41.695,328
1.0,0.825,0.783,7,39,1.0,0.47,1.0,1.0,0.788,0.822,94,245,100,0.5,0,38.519,329
0.99,0.858,0.73,52,76,0.97,0.4,1.0,0.51,0.834,0.769,254,284,100,0.5,0,73.505,330
1.0,0.826,0.837,31,43,0.84,0.5,0.96,0.61,0.843,0.854,9,39,100,0.5,0,41.27,331
0.92,0.713,0.769,4,52,0.96,0.4,0.99,0.51,0.754,0.746,33,98,100,0.5,0,53.74,332
0.64,0.738,0.788,72,95,0.83,0.27,0.96,0.55,0.749,0.78,134,151,100,0.5,0,57.241,333
1.0,0.901,0.896,19,58,0.83,0.5,0.96,0.56,0.822,0.817,592,688,100,0.5,0,42.942,334
1.0,0.848,0.809,7,35,1.0,0.5,0.98,0.56,0.814,0.733,404,499,100,0.5,0,66.959,335
0.94,0.758,0.838,16,54,0.96,0.38,0.96,0.56,0.75,0.743,327,336,100,0.5,0,65.58,336
0.95,0.769,0.808,16,63,1.0,0.49,1.0,1.0,0.807,0.706,289,501,100,0.5,0,82.45,337
1.0,0.926,0.884,1,21,0.97,0.12,0.86,0.51,0.737,0.798,184,263,100,0.5,0,116.095,338
1.0,0.879,0.877,54,78,0.96,0.34,1.0,0.53,0.879,0.87,70,238,100,0.5,0,270.352,339
1.0,0.829,0.875,23,60,1.0,0.34,0.89,0.59,0.762,0.864,18,157,100,0.5,0,35.607,340
1.0,0.859,0.89,30,70,1.0,0.36,1.0,0.51,0.88,0.9,35,120,100,0.5,0,67.64,341
1.0,0.75,0.838,6,30,1.0,0.49,1.0,1.0,0.666,0.838,6,490,100,0.5,0,58.127,342
0.99,0.816,0.801,29,70,1.0,0.45,1.0,0.93,0.829,0.783,273,596,100,0.5,0,68.293,343
0.94,0.79,0.789,31,62,0.98,0.49,1.0,1.0,0.668,0.833,144,226,100,0.5,0,59.925,344
1.0,0.867,0.832,7,24,0.95,0.44,1.0,1.0,0.678,0.845,363,466,100,0.5,0,156.261,345
1.0,0.894,0.917,13,26,1.0,0.35,0.93,0.52,0.789,0.933,215,267,100,0.5,0,40.675,346
0.99,0.877,0.929,11,40,0.76,0.25,1.0,0.58,0.8,0.845,886,1153,100,0.5,0,67.101,347
0.99,0.985,0.977,6,42,1.0,0.46,1.0,0.58,0.917,0.958,424,502,100,0.5,0,49.883,348
0.88,0.618,0.672,32,64,0.88,0.5,1.0,0.72,0.639,0.672,32,124,100,0.5,0,30.152,349
1.0,0.771,0.788,30,50,1.0,0.37,1.0,1.0,0.71,0.78,33,364,100,0.5,0,54.6,350
1.0,0.868,0.815,36,61,0.92,0.48,1.0,0.96,0.948,0.877,178,519,100,0.5,0,46.898,351
1.0,0.809,0.768,29,48,1.0,0.49,1.0,0.55,0.861,0.826,240,757,100,0.5,0,199.925,352
1.0,0.848,0.873,21,58,1.0,0.48,1.0,0.72,0.94,0.896,86,217,100,0.5,0,30.641,353
1.0,0.86,0.8,77,131,0.83,0.19,0.99,0.52,0.819,0.903,102,188,100,0.5,0,50.058,354
1.0,0.743,0.776,7,33,0.56,0.5,1.0,0.84,0.811,0.842,252,303,100,0.5,0,81.278,355
1.0,0.86,0.836,3,21,0.97,0.41,0.9,0.71,0.893,0.875,269,470,100,0.5,0,30.388,356
1.0,0.812,0.861,88,123,1.0,0.39,1.0,1.0,0.834,0.885,315,464,100,0.5,0,36.528,357
0.87,0.836,0.853,4,25,0.92,0.5,1.0,0.86,0.893,0.722,154,414,100,0.5,0,45.754,358
1.0,0.813,0.763,6,30,0.77,0.42,0.91,0.51,0.676,0.769,41,79,100,0.5,0,44.773,359
1.0,0.757,0.783,14,67,1.0,0.1,1.0,0.58,0.785,0.679,680,823,100,0.5,0,67.453,360
0.98,0.896,0.831,36,67,1.0,0.47,1.0,1.0,0.745,0.802,292,425,100,0.5,0,62.578,361
1.0,0.859,0.846,16,38,0.86,0.48,0.99,0.55,0.791,0.794,74,98,100,0.5,0,58.344,362
0.99,0.715,0.773,5,28,0.87,0.42,1.0,0.73,0.749,0.677,39,98,100,0.5,0,46.34,363
1.0,0.778,0.747,28,63,0.92,0.48,1.0,0.5,0.686,0.719,521,698,100,0.5,0,72.998,364
0.94,0.78,0.798,2,40,1.0,0.31,1.0,0.51,0.883,0.857,110,144,100,0.5,0,42.794,365
1.0,0.844,0.822,5,31,1.0,0.48,1.0,1.0,0.924,0.857,211,838,100,0.5,0,126.39,366
0.9,0.849,0.877,21,58,0.92,0.47,0.94,0.51,0.831,0.859,78,107,100,0.5,0,35.134,367
1.0,0.704,0.764,16,47,0.37,0.3,0.98,0.5,0.717,0.72,198,282,100,0.5,0,49.352,368
0.96,0.807,0.804,48,71,0.49,0.43,1.0,1.0,0.673,0.722,122,226,100,0.5,0,51.913,369
0.89,0.794,0.891,9,50,0.99,0.5,0.97,0.84,0.645,0.796,274,614,100,0.5,0,60.01,370
0.98,0.906,0.853,4,35,1.0,0.49,1.0,0.58,0.748,0.856,246,311,100,0.5,0,64.167,371
0.98,0.752,0.736,2,37,0.98,0.39,0.98,0.55,0.863,0.709,411,491,100,0.5,0,108.14,372
0.98,0.781,0.837,11,41,1.0,0.44,1.0,1.0,0.742,0.786,4,555,100,0.5,0,46.156,373
1.0,0.844,0.793,11,44,0.99,0.38,1.0,0.5,0.63,0.726,126,190,100,0.5,0,72.298,374
1.0,0.949,0.962,33,58,0.86,0.5,0.99,0.52,0.939,0.914,68,138,100,0.5,0,89.217,375
0.98,0.807,0.776,41,81,0.66,0.06,0.89,0.56,0.831,0.816,61,89,100,0.5,0,32.613,376
1.0,0.939,0.919,20,60,1.0,0.37,1.0,0.83,0.878,0.945,110,216,100,0.5,0,125.211,377
1.0,0.813,0.791,5,33,1.0,0.41,1.0,0.52,0.859,0.781,406,554,100,0.5,0,44.779,378
0.9,0.769,0.759,38,80,0.91,0.48,0.94,0.65,0.557,0.786,68,164,100,0.5,0,40.454,379
0.96,0.75,0.773,14,30,0.96,0.45,1.0,0.58,0.832,0.82,164,244,100,0.5,0,68.765,380
0.88,0.892,0.811,25,54,1.0,0.44,1.0,0.8,0.94,0.828,746,972,100,0.5,0,57.826,381
1.0,0.956,0.949,7,78,1.0,0.47,0.96,0.53,0.821,0.956,158,296,100,0.5,0,31.637,382
1.0,0.645,0.664,17,39,1.0,0.0,1.0,0.51,0.822,0.775,139,221,100,0.5,0,44.938,383
0.87,0.855,0.831,12,39,1.0,0.48,0.97,0.55,0.824,0.798,126,408,100,0.5,0,48.266,384
1.0,0.673,0.762,25,50,1.0,0.45,1.0,0.89,0.734,0.762,25,245,100,0.5,0,23.842,385
0.96,0.849,0.852,41,78,0.88,0.49,1.0,0.76,0.873,0.876,98,138,100,0.5,0,72.124,386
1.0,0.852,0.822,6,28,0.48,0.14,0.78,0.55,0.709,0.766,757,775,100,0.5,0,97.537,387
1.0,0.801,0.792,45,70,0.97,0.09,0.95,0.62,0.834,0.772,56,80,100,0.5,0,46.006,388
1.0,0.86,0.905,29,48,1.0,0.49,1.0,0.65,0.907,0.871,248,281,100,0.5,0,99.901,389
0.95,0.732,0.76,72,113,0.55,0.12,0.95,0.51,0.739,0.743,76,125,100,0.5,0,50.547,390
0.97,0.601,0.548,45,77,0.98,0.44,0.73,0.55,0.643,0.7,197,236,100,0.5,0,37.976,391
0.94,0.864,0.89,2,24,1.0,0.45,1.0,1.0,0.887,0.858,615,847,100,0.5,0,143.708,392
0.98,0.714,0.717,20,43,1.0,0.48,0.82,0.52,0.768,0.662,119,399,100,0.5,0,84.945,393
0.97,0.836,0.847,35,84,0.95,0.49,1.0,0.58,0.833,0.84,203,268,100,0.5,0,78.652,394
0.96,0.859,0.918,10,48,0.95,0.3,0.99,0.51,0.774,0.863,259,286,100,0.5,0,49.524,395
1.0,0.871,0.832,8,33,1.0,0.46,1.0,0.53,0.882,0.841,148,184,100,0.5,0,30.534,396
1.0,0.675,0.65,11,34,1.0,0.46,1.0,0.98,0.699,0.65,11,473,100,0.5,0,41.77,397
1.0,0.781,0.789,3,20,0.43,0.48,1.0,0.6,0.752,0.651,267,344,100,0.5,0,46.888,398
1.0,0.919,0.908,60,85,1.0,0.5,1.0,0.93,0.769,0.908,73,357,100,0.5,0,25.285,399
1.0,0.952,0.965,7,36,1.0,0.43,1.0,1.0,0.938,0.954,47,498,100,Free,0,52.788,400
0.99,0.839,0.871,3,15,0.97,0.13,0.97,0.55,0.861,0.888,465,489,100,Free,0,44.074,401
0.99,0.918,0.928,11,37,0.92,0.17,0.99,0.53,0.85,0.9,715,818,100,Free,0,28.978,402
1.0,0.851,0.869,32,58,0.99,0.46,1.0,1.0,0.944,0.847,171,548,100,Free,0,53.714,403
0.96,0.776,0.8,20,44,1.0,0.45,0.99,0.62,0.761,0.802,21,243,100,Free,0,55.178,404
0.99,0.846,0.864,44,88,0.95,0.21,1.0,0.51,0.829,0.902,434,499,100,Free,0,77.107,405
0.98,0.912,0.876,11,35,0.97,0.44,0.98,0.52,0.882,0.933,241,308,100,Free,0,34.07,406
1.0,0.891,0.905,26,49,1.0,0.5,1.0,0.61,0.957,0.909,639,706,100,Free,0,66.578,407
0.98,0.798,0.867,13,76,1.0,0.5,1.0,0.78,0.901,0.872,569,733,100,Free,0,49.556,408
0.99,0.864,0.88,29,51,1.0,0.39,1.0,0.51,0.913,0.9,475,574,100,Free,0,61.754,409
1.0,0.9,0.915,79,136,1.0,0.46,1.0,0.57,0.879,0.891,324,395,100,Free,0,48.532,410
1.0,0.848,0.823,36,57,1.0,0.43,0.96,0.52,0.864,0.906,662,914,100,Free,0,28.048,411
0.92,0.812,0.838,4,33,1.0,0.49,1.0,1.0,0.908,0.871,11,655,100,Free,0,18.342,412
0.99,0.92,0.899,7,46,1.0,0.48,1.0,1.0,0.877,0.925,877,1239,100,Free,0,57.295,413
0.99,0.917,0.912,2,49,0.93,0.32,0.97,0.54,0.874,0.959,1088,1121,100,Free,0,146.73,414
1.0,0.915,0.878,9,51,1.0,0.18,1.0,0.61,0.822,0.797,628,777,100,Free,0,31.872,415
1.0,0.959,0.932,3,38,1.0,0.48,1.0,0.99,0.946,0.859,291,790,100,Free,0,84.089,416
1.0,0.863,0.861,29,57,1.0,0.48,1.0,0.92,0.934,0.97,229,815,100,Free,0,37.839,417
0.92,0.86,0.861,32,51,0.99,0.44,1.0,1.0,0.88,0.889,447,841,100,Free,0,26.166,418
0.99,0.845,0.897,1,66,1.0,0.45,1.0,0.54,0.863,0.943,452,949,100,Free,0,44.702,419
1.0,0.855,0.89,10,27,1.0,0.46,1.0,0.67,0.904,0.931,215,240,100,Free,0,75.264,420
1.0,0.818,0.856,2,37,0.99,0.47,1.0,1.0,0.907,0.899,861,1406,100,Free,0,96.332,421
0.95,0.906,0.92,35,71,0.95,0.49,0.99,0.77,0.839,0.882,282,639,100,Free,0,58.063,422
1.0,0.924,0.876,31,70,1.0,0.43,1.0,1.0,0.931,0.912,925,1151,100,Free,0,38.73,423
0.99,0.899,0.894,37,86,1.0,0.45,1.0,0.91,0.924,0.873,252,445,100,Free,0,40.63,424
1.0,0.898,0.932,38,72,1.0,0.5,1.0,0.97,0.921,0.94,350,621,100,Free,0,160.635,425
0.98,0.937,0.945,43,65,0.98,0.45,1.0,0.61,0.956,0.913,5,147,100,Free,0,216.744,426
1.0,0.817,0.852,59,92,1.0,0.45,1.0,0.97,0.883,0.86,238,512,100,Free,0,41.833,427
1.0,0.942,0.884,13,50,0.78,0.48,1.0,0.93,0.725,0.907,365,451,100,Free,0,57.399,428
1.0,0.823,0.837,48,69,1.0,0.46,1.0,0.7,0.892,0.895,320,714,100,Free,0,82.387,429
1.0,0.908,0.885,12,51,0.92,0.46,1.0,0.55,0.882,0.855,70,167,100,Free,0,41.242,430
1.0,0.915,0.947,4,30,0.98,0.11,0.97,0.51,0.898,0.908,1261,1460,100,Free,0,36.174,431
0.85,0.78,0.776,13,45,0.94,0.48,1.0,0.55,0.871,0.858,168,387,100,Free,0,62.406,432
1.0,0.904,0.919,51,70,0.94,0.46,1.0,0.5,0.939,0.938,425,516,100,Free,0,40.224,433
1.0,0.909,0.894,5,24,0.99,0.48,1.0,0.55,0.898,0.928,373,438,100,Free,0,26.628,434
1.0,0.899,0.885,9,27,1.0,0.47,0.96,0.56,0.902,0.949,356,413,100,Free,0,48.141,435
0.97,0.939,0.947,6,35,0.96,0.46,1.0,1.0,0.914,0.91,314,602,100,Free,0,54.867,436
1.0,0.901,0.893,33,56,0.99,0.49,1.0,1.0,0.85,0.906,914,1365,100,Free,0,126.034,437
1.0,0.922,0.927,18,34,0.96,0.47,1.0,0.61,0.903,0.937,15,186,100,Free,0,43.843,438
1.0,0.823,0.84,8,29,0.99,0.49,1.0,1.0,0.925,0.88,171,867,100,Free,0,44.383,439
1.0,0.862,0.907,21,49,0.95,0.5,1.0,0.5,0.813,0.834,35,84,100,Free,0,36.338,440
0.99,0.854,0.803,7,29,0.99,0.49,1.0,0.63,0.784,0.75,257,368,100,Free,0,46.905,441
1.0,0.898,0.911,55,89,1.0,0.19,1.0,0.5,0.925,0.915,641,714,100,Free,0,61.32,442
0.97,0.927,0.883,6,27,1.0,0.47,1.0,1.0,0.926,0.908,148,541,100,Free,0,51.197,443
1.0,0.927,0.927,4,50,0.99,0.46,1.0,1.0,0.865,0.919,68,1052,100,Free,0,84.164,444
1.0,0.891,0.865,11,26,1.0,0.47,1.0,1.0,0.942,0.956,840,1119,100,Free,0,33.977,445
1.0,0.935,0.936,23,39,1.0,0.49,1.0,0.87,0.8,0.933,221,641,100,Free,0,45.225,446
1.0,0.923,0.892,24,63,1.0,0.5,1.0,0.54,0.928,0.898,71,558,100,Free,0,26.286,447
0.98,0.964,0.977,9,45,1.0,0.44,1.0,0.97,0.978,0.933,467,964,100,Free,0,43.537,448
0.96,0.827,0.897,22,63,0.98,0.06,1.0,0.56,0.838,0.877,211,246,100,Free,0,37.916,449
1.0,0.95,0.977,72,95,0.96,0.01,1.0,0.51,0.882,0.987,899,986,100,Free,0,100.354,450
1.0,0.97,0.956,6,52,0.99,0.47,1.0,1.0,0.949,0.947,274,377,100,Free,0,36.09,451
1.0,0.926,0.835,5,64,1.0,0.46,1.0,0.7,0.899,0.958,157,272,100,Free,0,201.222,452
1.0,0.854,0.759,40,97,1.0,0.5,1.0,0.59,0.92,0.828,647,809,100,Free,0,57.721,453
1.0,0.916,0.96,28,77,0.93,0.46,1.0,1.0,0.933,0.9,470,985,100,Free,0,92.817,454
1.0,0.842,0.843,5,39,0.97,0.31,0.94,0.51,0.913,0.858,735,772,100,Free,0,43.353,455
1.0,0.816,0.836,35,78,0.78,0.18,0.99,0.56,0.723,0.784,442,466,100,Free,0,33.835,456
1.0,0.914,0.958,20,36,1.0,0.49,1.0,1.0,0.964,0.906,542,1172,100,Free,0,30.467,457
1.0,0.898,0.922,19,51,1.0,0.5,1.0,1.0,0.84,0.867,669,950,100,Free,0,132.841,458
1.0,0.863,0.857,25,56,0.97,0.43,1.0,1.0,0.871,0.877,231,326,100,Free,0,44.23,459
0.95,0.873,0.876,14,33,0.97,0.49,1.0,1.0,0.813,0.863,238,609,100,Free,0,35.712,460
0.99,0.894,0.856,8,26,0.91,0.42,1.0,0.78,0.925,0.928,423,817,100,Free,0,40.99,461
1.0,0.86,0.837,2,38,1.0,0.49,1.0,1.0,0.862,0.837,2,241,100,Free,0,93.669,462
0.99,0.929,0.922,12,46,1.0,0.45,1.0,0.95,0.912,0.943,240,556,100,Free,0,37.002,463
1.0,0.864,0.924,9,43,0.87,0.08,1.0,0.5,0.829,0.84,280,338,100,Free,0,35.22,464
0.97,0.838,0.886,53,99,1.0,0.5,1.0,0.99,0.773,0.843,545,786,100,Free,0,33.769,465
1.0,0.881,0.87,10,35,1.0,0.44,1.0,0.61,0.778,0.828,267,439,100,Free,0,44.627,466
0.96,0.882,0.937,21,55,1.0,0.46,1.0,1.0,0.901,0.856,50,778,100,Free,0,24.207,467
1.0,0.884,0.845,23,58,0.92,0.5,0.95,0.68,0.885,0.901,242,364,100,Free,0,31.84,468
0.99,0.891,0.913,41,52,0.96,0.48,1.0,0.8,0.928,0.876,789,1331,100,Free,0,38.878,469
0.92,0.848,0.814,30,56,1.0,0.46,1.0,1.0,0.769,0.854,194,1204,100,Free,0,45.341,470
0.99,0.865,0.859,13,31,1.0,0.43,1.0,0.57,0.931,0.865,37,727,100,Free,0,51.647,471
0.99,0.945,0.936,6,22,0.99,0.01,1.0,0.5,0.924,0.944,293,367,100,Free,0,51.643,472
0.97,0.757,0.79,9,54,1.0,0.48,0.92,0.51,0.755,0.815,260,279,100,Free,0,96.105,473
1.0,0.911,0.914,76,115,0.98,0.5,1.0,1.0,0.906,0.901,121,780,100,Free,0,81.648,474
1.0,0.825,0.842,47,68,1.0,0.46,0.99,0.71,0.813,0.834,588,715,100,Free,0,23.697,475
1.0,0.883,0.932,1,38,1.0,0.48,1.0,0.6,0.879,0.917,791,957,100,Free,0,76.73,476
0.92,0.886,0.886,39,57,1.0,0.18,1.0,0.5,0.909,0.972,720,847,100,Free,0,43.197,477
0.98,0.856,0.847,3,38,0.92,0.17,1.0,0.51,0.808,0.891,271,310,100,Free,0,40.92,478
